-92,-42,-95
-93,-43,-95
-86,-42,-92
-88,-42,-94
-93,-42,-97
-93,-44,-95
-88,-43,-93
-97,-41,-95
-95,-41,-97
-87,-43,-95
-88,-42,-97
-97,-42,-95
-96,-42,-95
-94,-43,-98
-88,-43,-96
-95,-43,-97
-95,-42,-93
-95,-42,-94
-96,-42,-95
-88,-42,-95
-94,-42,-95
-94,-42,-93
-95,-44,-92
-97,-43,-94
-88,-43,-94
-87,-43,-92
-95,-43,-94
-90,-42,-95
-88,-42,-96
-98,-42,-96
-99,-42,-95
-95,-42,-96
-96,-42,-94
-96,-43,-95
-86,-43,-93
-87,-43,-96
-97,-42,-95
-87,-42,-95
-96,-42,-97
-87,-42,-92
-87,-43,-96
-95,-43,-95
-95,-43,-95
-88,-43,-96
-94,-43,-96
-96,-42,-98
-95,-42,-95
-95,-42,-93
-94,-43,-95
-88,-42,-94
-87,-42,-95
-94,-42,-92
-88,-43,-97
-89,-43,-96
-88,-43,-92
-96,-42,-92
-95,-42,-96
-87,-42,-96
-88,-43,-95
-88,-41,-95
-93,-42,-94
-94,-44,-94
-94,-43,-95
-94,-43,-92
-87,-43,-94
-87,-42,-94
-87,-42,-94
-92,-42,-93
-94,-42,-91
-93,-41,-93
-94,-42,-94
-86,-43,-93
-87,-43,-93
-95,-44,-91
-93,-42,-94
-96,-42,-93
-87,-42,-94
-98,-42,-93
-95,-42,-94
-97,-43,-94
-87,-43,-94
-87,-42,-94
-94,-42,-93
-95,-42,-92
-94,-42,-94
-95,-42,-94
-95,-44,-94
-87,-42,-95
-87,-42,-96
-87,-44,-95
-96,-43,-96
-95,-44,-93
-95,-43,-95
-98,-42,-96
-88,-42,-95
-89,-42,-92
-94,-42,-92
-96,-42,-93
-96,-42,-96
-92,-43,-95
